"","author","status","id"
"296","AOC",".@DebHaalandNM is a profound public servant and champion for working families.

Her appointment as Sec of the Interior would be historic, and her leadership holds the promise of progress for our country.

Call your Senator to support her confirmation. 📞
https://t.co/Kq9mlYmHMe",296
"297","AOC","Jeff Sessions was so openly racist that even Reagan couldn’t appoint him.

Manchin voted to confirm him. Sessions then targeted immigrant children for wide-scale human rights abuses w/ family separation.

Yet the 1st Native woman to be Cabinet Sec is where Manchin finds unease? https://t.co/wyki5iE36Y",297
"298","AOC","From the Texas Freeze &amp; Midwest floods to California wildfires &amp; Hurricane María, the climate crisis impacts us all.

We must come together and act boldly to stem climate change, AND we can create 20 million+ jobs in the process.

*That’s* what a #GreenNewDeal is all about. 🌎⬇️ https://t.co/H1yEn0OhOv",298
"299","AOC","One last update (I think!): We just hit $5 million raised for Texans across the state.

Thank you ALL for your collective action when people need it most.

Charity can’t replace policy, but solidarity is how we’ll face climate change and build a better world. 💪🏽🌎

Thank you 🙏🏽 https://t.co/RzdgXllXoS",299
"300","AOC","Heat in winter and running water should not be privileged commodities for the wealthy. In a modern society, they should be rights.

And we will have to fight for these rights as climate change gets worse.

That means standing up to climate crisis profiteers to protect the public. https://t.co/upxhM3ugF9",300
"301","AOC","@whysimonewhy It’s okay I would’ve done the same 😂",301
"302","AOC","TEXANS: FEMA assistance is now available for you to apply at https://t.co/Jgmuz0LP3A

Make sure you take photos 📸 , keep all receipts 🧾, and document EVERYTHING you can to rebuild.

Thank you for hosting me, @RepSylviaGarcia! Extra gracias for sending me home with tamales 🫔☺️ https://t.co/3qUbIB4733",302
"303","AOC","@Booker4KY 💯%",303
"304","AOC","I was, indeed, on a call 🤣🐶 https://t.co/s82xzYoc0h",304
"305","AOC","We just hit $4 million!

Reps. Sylvia Garcia, Sheila Jackson Lee &amp; Al Green of Houston are doing incredible work w/ local relief organizations to get emergency relief to Texans.

Today we went to food distributions, water delivery sites, and home tours of impacted Texans. https://t.co/5QzIgYvz8L",305
"306","AOC","I can’t believe we’ve surged past $3 million for Texas!

Houston Food Bank is using resources like these to try to get 30,000 meal boxes out in the next TWO days.

They’re just 1 of 12 Texas orgs were now partnering with.

Let’s keep going!
Give here: https://t.co/4PQkp3Z4KV https://t.co/AgBGq54p29",306
"307","AOC","@ossoff Thank you @ossoff!",307
"308","AOC","We hit $3.2 MILLION in Texas relief support last night!

One of the places it’s going is the Houston Food Bank. I’m visiting Reps. @JacksonLeeTX18 &amp; @LaCongresista with volunteers to pack meals.

The bank REALLY needs helping hands.

Can you join a shift? https://t.co/93wBfD4YdI https://t.co/62AvCb4CL7",308
"309","AOC","Alright Houston!

We need some helping hands. The Houston Food Bank (one of our relief partners) needs volunteers tomorrow (and onward, I imagine) to help get supplies to Texans in need.

We’ll be there. If you’d like to join and help, @LaCongresista’s got the link to sign up ⬇️ https://t.co/URVZGJdL0T",309
"310","AOC","Charity isn’t a replacement for good governance, but we won’t turn away from helping people in need when things hit the fan.

People understand that now is the time for collective action and doing what we can w/ whatever we’ve got.

🙏🏽 Thank you y Pa’lante!https://t.co/4PQkp4gG9v",310
"311","AOC","We’ve now raised $2 MILLION in relief for Texans &amp; are adding more orgs.🙏🏽

I’ll be flying to Texas today ✈️ to visit with Houston rep Sylvia Garcia (@LaCongresista) to distribute supplies and help amplify needs &amp; solutions.

Let’s see how far we can go: https://t.co/4PQkp4gG9v",311
"312","AOC","Thank you @BetoORourke for helping organize thousands of wellness check-in calls! 📞 https://t.co/V8osKj1KQB",312
"313","AOC","Totally blown away.

$1M raised in direct relief for Texans in less than a day.

As a thank you to everyone who contributed &amp; amplified, I’ll be going to Texas this weekend to visit w/ @LaCongresista in Houston &amp; highlight what’s happening on the ground. 
https://t.co/DSkTSqfbkZ",313
"314","AOC","Wow.

We officially raised $1 million for Texas relief at 9:17pm.

Thank you all so much. 🙏🏽 I’m at a loss for words. Always in awe of movement work.

💯% of this relief is going straight to Texan food assistance, homelessness relief, elder care, and more. https://t.co/DSkTSqfbkZ",314
"315","AOC","I feel like I should do something if we hit $1M in Texas relief. What should it be? (Don’t be weird pls) https://t.co/1MJnHpfagF",315
"316","AOC","Holy smokes.

Our Texas relief mobilization has already raised $325k for food, housing, elder care &amp; direct relief straight to vulnerable Texans.

This might be a little crazy... but can we raise $1M by midnight?

💯% goes to Feeding Texas, ECHO &amp; more: https://t.co/TTIiNimja7 https://t.co/OO57AoLmR9",316
"317","AOC","Fossil fuel billionaires are profiting off this nightmare. CFOs called it a “jackpot.”

The reason GOP are scrambling to blame the Green New Deal is bc it’s the biggest legislative threat against the corrupt powers responsible for (&amp; benefiting from) the suffering unfolding now. https://t.co/3rRXKGUQOc",317
"318","AOC","@imterribleathis I’m so bummed about it 😞 virtual hearings aren’t the same, I’m sorry",318
"319","AOC","Team AOC is launching relief efforts for Texas starting today.

Our first effort is a partnership w/ 5 Texas orgs getting on-the-ground relief to Texans ASAP.

If you’re able, please donate here - it’ll split your contribution to all 5.

💯% goes to them.
https://t.co/TTIiNimja7",319
"320","AOC","Yep. My turn comes up towards the very end, so anywhere between 40-70 minutes from now depending on attendance. https://t.co/D67frdTnuU",320
"321","AOC","Greyscale trick doesn’t work either 😔",321
"322","AOC","Why even have a printer if it refuses to print black and white documents because you’re out of blue ink 😤",322
"323","AOC","@katekelly @GameStop I’m towards the end - 3rd from last Dem.",323
"324","AOC","If Sen. Cruz had resigned back in January after helping gin up a violent insurrection that killed several people, he could’ve taken his vacation in peace. Texans should continue to demand his resignation.

But don’t blame me for this, my points are on Amtrak! 🚊 https://t.co/CAWCgtxQ73",324
"325","AOC","@thekoreanvegan @RepRaskin Can’t wait to try it! ☺️ thank you!",325
"326","AOC","@choptopmoseley I’m doing 40 days for Lent but you can do whatever you want! Could be 1 day/week for 40 days. Or just one day!",326
"327","AOC","3. If neither of the above apply but you are in a position to give or help others in this time, please consider doing so in the spirit of Tommy. He loved the world so much and dedicated his life to reducing suffering around the world. 💜

Thank you! https://t.co/VbJrcCQ3Ui",327
"328","AOC","1. Does anyone want to join me? Rules are 1) No judgement 2) Make it your own (you can go full 40 days, just veggie Mondays, etc 3) Be inclusive (no need to observe Lent to join)

2. Please comment w your favorite veggie recipes below! I would like to avoid 40 days of Easy Mac 🙃",328
"329","AOC","Ok everyone, I need help!

A few weeks ago I told @RepRaskin that this year I wanted to adopt a vegetarian diet for Lent in memory of his son Tommy.

Jamie said, “Well you’d have to do it the way Tommy would, which means bring people along with you!” ☺️

So, I have 3 requests:",329
"330","AOC","@NickAPappas I hear ya. What gets left out in this convo is the massive racial wealth gap in the US.

White high school dropouts are on avg wealthier than Black + Latino college grads. Education doesn’t close that economic gap &amp; loans impact higher % of Black borrowers
https://t.co/OMeiFBDnuq",330
"331","AOC","Average student loan debt in the US is ~$30k (LOTS have more)

Many won’t fully feel $10k in forgiveness until after a Biden presidency is over, when they’ve spent 10 years paying off the other $20k+

Dems should be championing policy that people can feel ASAP. We need to go big.",331
"332","AOC","Very wealthy people already have a student loan forgiveness program. It’s called their parents.

The idea that millionaires and billionaires are willingly letting their kids drown in federal student loans &amp; that’s why we can’t go big on forgiveness is about as silly as it sounds.",332
"333","AOC","Republicans could trip over their own shoelaces and they’d still find a way to blame me, immigrants, LGBTQ+ people, the Green New Deal, BLM, anything but accept responsibility for their own actions and dealings.

Ineptitude, bigotry, and corruption. Disasters in their own right.",333
"334","AOC","Lastly, if you’re comfortable w including your personal story it helps a LOT.

The details of your story can illuminate policy gaps &amp; help Reps communicate to their colleagues. 

Representatives are human beings! Stories are persuasive &amp;we can use your stories to convince others.",334
"335","AOC","You can be clear about your question: “Does Rep A support full student loan forgiveness?” (You can insert any detail/number here)

Or “what’s Rep B’s stance on student loans? I can’t seem to find it.”

Or “I want to thank Rep C for supporting forgiveness. It means a lot to me.”",335
"336","AOC","It can feel a little intimidating to call your rep’s office the 1st time, but it’s totally fine. The line literally exists for you (our constituents) to call us! 📞

Some tips: Call YOUR rep! Say what neighborhood you’re from if you’d like &amp; be kind! Staffers don’t deserve abuse.",336
"337","AOC","(Care much about a given issue, that is)

Alternatively, if your rep sounds on the fence or hasn’t defined their stance on an issue yet, calls from constituents really can make a difference in nudging them to come out on an issue. Puts it higher on the priority list.",337
"338","AOC","If you feel your rep is doing the right thing, calling to thank them shows their district notices &amp; appreciates their stance.

Knowing constituents are watching &amp; care creates positive pressure to stay strong. When you don’t think your constituents care much, it’s easier to cave.",338
"339","AOC","The reason it’s helpful to call YOUR rep even when they are doing the right thing is because reps are under a TON of pressure all the time. Sometimes it’s political pressure to change a stance, but sometimes it’s also time pressure vs other leg and you have to choose priorities.",339
"340","AOC","Today is a great day to call your representative and ask what their stance on student loan forgiveness is! ☺️

And if you know &amp; appreciate your rep’s stance on this or other issues, it’s helpful to call and thank them.

You can find your rep’s info here:

https://t.co/t177CriorL",340
"341","AOC","@EdMarkey Can you believe what I gotta deal with out here Ed? 🤣",341
"342","AOC","Very clever. I bet that took a long time to think up. https://t.co/Q3YOyeM6uI",342
"343","AOC","Natural disasters reveal how brutal &amp; inhumane our system of inequality is.

No one should be left to fend for themselves in a natural disaster. This is why we insist on justice in climate policy. In a modern society, equity is as important as technology.

We must modernize. #GND",343
"344","AOC","So many Texans are in desperate conditions without heat, water, and little relief.

Gov. Abbott needs to get off TV pointing fingers &amp; start helping people.

After that, he needs to read a book on his own state’s energy supply. I’ll be prepping TX relief emails if he needs help.",344
"345","AOC","The case against student loan forgiveness is looking shakier by the day.

We’ve got the *Senate Majority Leader* on board to forgive $50k. Biden’s holding back, but many of the arguments against it just don’t hold water on close inspection.

We can and should do it. Keep pushing!",345
"346","AOC","1. Who cares what school someone went to? Entire generations of working class kids were encouraged to go into more debt under the guise of elitism. This is wrong.

2. Nowhere does it say we must trade-off early childhood education for student loan forgiveness. We can have both. https://t.co/5oPKeMfV3r",346
"347","AOC","Weak on sweeping next-gen public infrastructure investments, little focus on equity so communities are left behind, climate deniers in leadership so they don’t long prep for disaster.

We need to help people *now.* Long-term we must realize these are the consequences of inaction.",347
"348","AOC","The infrastructure failures in Texas are quite literally what happens when you *don’t* pursue a Green New Deal.",348
"349","AOC","I go offline a few days and return to a GOP Gov blaming policies he hasn’t even implemented for his own failures.

Gov. Abbott doesn’t seem to have a grasp on his state, so here’s a reminder: Texas runs 80-90% on fossil fuels.

The real “deadly deal” is his failed leadership. https://t.co/a3YoEqks7K",349
"350","AOC","We stand with our Asian American &amp; Pacific Islander community against the rising tide of racism and hate crimes that have been stoked to a fever pitch, much of amplified by the actions of our last president.

It’s on all of us to speak up against bigotry &amp; protect our neighbors. https://t.co/WmZFmHt17L",350
"351","AOC","My monthly town hall is about to start at 6:30pm!

This month’s theme is COVID vaccine updates. 💉 Experts from the city and state will be joining to answer constituent questions.

Stream/event details can be found on my official site and social media handles. See you soon 👋🏽",351
"352","AOC",".@RepRaskin makes us all so proud.

This is truly who he is. A man of great, unabiding love for our country and our democracy, who fights for everyone and our collective future.",352
"353","AOC","Just a few days ago Republicans were mocking members of Congress for saying our lives were in danger on Jan 6.

They spent the last month trying to trick the country into believing that their lies about our election had nothing to do w/ the attack.

In fact, it was the linchpin.",353
"354","AOC","The debate Democrats should be having is how much *more* we should be helping people this year, not how much less. https://t.co/AD8oP3SsEa",354
"355","AOC","@lauriecollyer @SenSchumer Yes - it’s retroactive back to Jan 2020.",355
"356","AOC","How about we “means test” corporate tax breaks",356
"357","AOC","@SassyMamainLA Nationwide.",357
"358","AOC","(Sorry for the previous typo. Cold fingers! 🥶)",358
"359","AOC","FEMA will be operating &amp; is authorized for $2 billion as of now. Program is retroactive &amp; will reimburse back to January 2020.

Start collecting docs now. FEMA will need expense documentation (receipts/invoices), death certificate, &amp; docs for caller ID. Includes the undocumented.",359
"360","AOC","It’s official. If you’ve lost a loved one due to COVID-19, you will soon be able to get reimbursed up to $7,000 for the expenses of laying a loved one to rest.

Proud and thankful to have gotten this done with @SenSchumer, @voceslatinasQNY, @Elmcor, &amp; @HispanicFed. https://t.co/wiS03dp4W4",360
"361","AOC","Some of the same folks who said “defunding huge PD budgets &amp; shifting $ to schools is too hard to explain” are now saying “Well $1400 is actually $2k if you recall the $600 from a diff president, carry the 1- yes I know ads showed $2k checks, but thresholds-”

Just help people!",361
"362","AOC","If you use West Virginia cost of living #s to bring down relief for everyone, millions are left in the cold. That’s what $50k does.

Cutting checks to account for Queens/higher COL overall is a win-win. Lower COL get more bang for their buck, higher COL get their needs met.",362
"363","AOC","The borough of Queens has a higher population than the entire state of West Virginia. We should do what helps both instead of one.

If we cut relief checks to account for higher cost of living, BOTH Queens &amp; West Virginia get help. WV actually comes out ahead due to lower COL.",363
"364","AOC","Some who discount our proposals by saying “reps from urban &amp; suburban areas don’t get other places” don’t seem to apply that consideration themselves.

A $50k threshold is totally disconnected from the reality of tens of millions of people.

So let’s talk Queens &amp; West Virginia:",364
"365","AOC","@hlg1964 Contact your member of Congress. They can help you track it down. This also applies to other things like social security, etc. My staff has been able to track down lots of money for people in our community.

Find your member of Congress here: https://t.co/t177CriorL",365
"366","AOC","The pandemic hit in 2020. We should not use 2019 income to determine relief eligibility.",366
"367","AOC","In conclusion, $50k is wack and we shouldn’t do wack things.",367
"368","AOC","It would be outrageous if we ran on giving more relief and ended up doing the opposite.

It’s sad that this is even an argument in the Dem party. COVID relief is disaster relief, &amp; it’s urgent.

Our first act out of the gate should be big, bold, and strong. Not weaker &amp; smaller. https://t.co/N8aTKVZeAt",368
"369","AOC","(Source: https://t.co/3o5JEr6zpd)",369
"370","AOC","Joe Cunningham pledged to never take corporate PAC money, and he never did. Mace said she’ll cash every check she gets. Yet another way this is a downgrade. https://t.co/DytsQXKXgU",370
"371","AOC","What’s even more gross is that Mace takes corporate PAC money.

She’s already funded by corporations. Now she’s choosing to swindle working people on top of it.

Peak scam artistry. Caps for cash 💰 https://t.co/CcVxgDF6id",371
"372","AOC","Joe Cunningham already proving to be leagues more decent + honest than Mace seems capable of.

The House was far better off w/ Cunningham. It’s sad to see Mace diminish the representation of her community by launching a reputation of craven dishonesty right off the bat.",372
"373","AOC","Pretty horrible.

Well, it’s good to know what kind of person she is early. Also good to know that Mace is cut from the same Trump cloth of dishonesty and opportunism.

Sad to see a colleague intentionally hurt other women and survivors to make a buck. Thought she’d be better. https://t.co/CcVxgDF6id",373
"374","AOC","Amazon workers have the right to form a union.

Anti-union tactics like these, especially from a trillion-dollar company trying to disrupt essential workers from organizing for better wages and dignified working conditions in a pandemic, are wrong. https://t.co/nTDqMUapYs",374
"375","AOC","We should preserve what was there and not peg it to outdated 2019 income. People need help!",375
"376","AOC","If conservative Senate Dems institute a lower income threshold in the next round of checks, that could potentially mean the first round of checks under Trump help more people than the first round under Biden.

Do we want to do that? No? Then let’s stop playing &amp; just help people.",376
"377","AOC","@iamjoshfitz 😂 call your member of Congress, they can help track it down",377
"378","AOC","All Dems need for the slam dunk is to do what people elected us to do: help as many people as possible.

It’s not hard. Let’s not screw it up with austerity nonsense that squeezes the working class yet never makes a peep when tax cuts for yachts and private jets are proposed.",378
"379","AOC","It should be $2000 to begin w/ anyway. Brutally means-testing a $1400 round is going to hurt so many people. THAT is the risk we can’t afford.

Income thresholds already work in reverse &amp; lag behind reality. Conservative Dems can ask to tax $ back later if they’re so concerned.",379
"380","AOC","We cannot cut off relief at $50k. It is shockingly out of touch to assert that $50k is “too wealthy” to receive relief.

Millions are on the brink of eviction. Give too little and they’re devastated. Give “too much” and a single mom might save for a rainy day. This isn’t hard. https://t.co/o14r3phJeH",380
"381","AOC","Imagine being a policymaker in Washington, having witnessed the massive economic, social, and health destruction over the last year, and think that the greatest policy risk we face is providing *too much* relief.

Sounds silly, right?

$1.9T should be a floor, not a ceiling.",381
"382","AOC","@AndrewYang @TweetBenMax @RitchieTorres Thanks @AndrewYang! Happy to chat about the plan details and the community effort that’s gone into this legislation. 🌃🌎",382
"383","AOC","@TweetBenMax @AndrewYang @RitchieTorres I wrote the original Green New Deal for Public Housing, which was written carefully w/ NYCHA residents, advocates, &amp; building trades to create over 30k jobs in the city and revamp public housing. This isn’t that plan.

The original work is here: https://t.co/pzdTv8WMXk",383
"384","AOC","Or @CoriBush’s powerful account of barricading in with her staff and the collective decision they made that if white supremacists breached their office, they had already come too far in the Movement for Black Lives to go down without a fight: https://t.co/vBN5pzmu10",384
"385","AOC","Or @RashidaTlaib’s story of what her threats have looked like and how they’ve escalated from the moment she got to Washington, and how she feels responsible for the safety of her staff: https://t.co/yKmidpBKqH",385
"386","AOC","They don’t want you to hear stories like @RepDeanPhillips, who yesterday spoke to his gut instinct to blend the floor w/GOP lawmakers bc he knew the mob was coming for Dems, &amp; affirmed the stark reality that his colleagues of color didn’t have that luxury: https://t.co/zG6rb5Akg1",386
"387","AOC","The reason some GOP are trying to sow false doubt about accounts of the Capitol attack is bc they know how powerful the testimony really is.

Each story reveals more details + the need for accountability.

You can see mine here: https://t.co/J7aaTuweLx

&amp; others on CSPAN below ⬇️ https://t.co/5nX8q6R3Wa",387
"388","AOC","Thank you everyone for your puppy content today! 🐶

Here’s Deco from his first time camping and turning into a dinosaur 🏕 https://t.co/IjhXTb3nMW",388
"389","AOC","This was incredibly powerful and moving.

Thank you, @RepDeanPhillips. https://t.co/8gdyTXgpoN",389
"390","AOC","Not only did I never make this claim, but I would never, ever do this.

What Greene is doing pumping this lie to her insurrectionist base is making them feel justified in further violence.

The prospect of stripping her committees clearly isn’t quelling her. She must be expelled. https://t.co/8WvvCgsMQt",390
"391","AOC","@NancyMace “I’m not discounting your experience, I’m just fact checking statements you never made and insinuating you said them”

Great job Mace 👍🏽 Hope you’re proud of how quickly you are to throw other survivors under the bus for a moment of personal gain.

Enjoy your Fox News hits.",391
"392","AOC","@SmallTownPundit It’ll be available on CSPAN, which archives footage online for later viewing. If you follow our official Congressional accounts (usually they have “rep” in front of them - mine is @RepAOC) I’m sure many clips will also be reposted.",392
"393","AOC","As I said earlier this week, my story of the attack on our Capitol is not the only story,nor is it the central story.

It is just one of 100s of stories.

Tonight, we will start to hear more on the House floor.

I invite all colleagues who wish to share to join our special order. https://t.co/O4rVIA4R95",393
"394","AOC","Bronx residents - you can get a vaccine appointment at Yankee Stadium next week! ⤵️ https://t.co/kLt5xLYfUv",394
"395","AOC","Last night House Republicans gave a standing ovation to their GOP colleague who then went on the floor today to equate journalistic media outlets with QAnon.

These are the beliefs and actions they work to protect. It’s also a predictable outcome of 0 accountability for the 6th. https://t.co/eZNEbDcOdn",395
"396","AOC","How many food workers or custodial workers or Capitol Police officers, who ran for their lives in Longworth or feared for their families in the weeks after the attacks, now think their terror is less valid because of her statements?

Mace’s attacks are attacks on them, too.",396
"397","AOC","This is where the true damage of what @NancyMace is doing comes in.

How many survivors are watching her? Who now, seeing her, won’t get care or will feel further shame or silence? Who won’t speak up bc they know there are voices in leadership ready to minimize their experiences?",397
"398","AOC","All I can think of w/ folks like her dishonestly claiming that survivors are exaggerating are the stories of veterans and survivors in my community who deny themselves care they need &amp; deserve bc they internalize voices like hers saying what they went through “wasn’t bad enough”",398
"399","AOC","Wild that @NancyMace is discrediting herself less than 1 mo in office w/ such dishonest attacks. She *went on record* saying she barricaded in fear.

@NancyMace who else’s experiences will you minimize?Capitol Police in Longworth? Custodial workers who cleaned up shards of glass? https://t.co/l1CT0jIXJF",399
"400","AOC","This was what you were saying just a few weeks ago.

Now you’re contradicting your own account to attack me for Fox News clicks.

It’s honestly pretty sad to see you turn around like this and throw other people under the bus.

Thought you’d be better.
https://t.co/1WPlwUWlar",400
